"ID";"COTIS"
300001;330.930413393432
300002;250.250358716174
300003;294.691564891329
300004;354.61961142944
300005;294.691564891329
300006;422.784994287021
300007;354.450387939566
300008;208.267096338535
300009;648.686497807349
300010;648.686497807349
300011;294.691564891329
300012;330.930413393432
300013;250.250358716174
300014;208.267096338535
300015;330.930413393432
300016;208.267096338535
300017;250.250358716174
300018;422.784994287021
300019;294.691564891329
300020;330.930413393432
300021;250.250358716174
300022;354.450387939566
300023;495.84351258278
300024;354.61961142944
300025;294.691564891329
300026;208.267096338535
300027;294.691564891329
300028;354.61961142944
300029;294.691564891329
300030;250.250358716174
300031;354.61961142944
300032;422.784994287021
300033;354.450387939566
300034;354.61961142944
300035;354.450387939566
300036;354.450387939566
300037;208.267096338535
300038;250.250358716174
300039;250.250358716174
300040;250.250358716174
300041;354.61961142944
300042;488.326980780547
300043;294.691564891329
300044;495.84351258278
300045;250.250358716174
300046;294.691564891329
300047;250.250358716174
300048;250.250358716174
300049;294.691564891329
300050;250.250358716174
300051;250.250358716174
300052;250.250358716174
300053;354.450387939566
300054;354.450387939566
300055;354.450387939566
300056;330.930413393432
300057;294.691564891329
300058;330.930413393432
300059;330.930413393432
300060;294.691564891329
300061;354.450387939566
300062;208.267096338535
300063;208.267096338535
300064;330.930413393432
300065;294.691564891329
300066;250.250358716174
300067;452.215814890732
300068;294.691564891329
300069;422.784994287021
300070;250.250358716174
300071;250.250358716174
300072;354.450387939566
300073;250.250358716174
300074;422.784994287021
300075;354.61961142944
300076;354.61961142944
300077;354.61961142944
300078;354.450387939566
300079;250.250358716174
300080;250.250358716174
300081;250.250358716174
300082;294.691564891329
300083;354.450387939566
300084;354.450387939566
300085;250.250358716174
300086;250.250358716174
300087;294.691564891329
300088;294.691564891329
300089;294.691564891329
300090;250.250358716174
300091;422.784994287021
300092;250.250358716174
300093;208.267096338535
300094;294.691564891329
300095;250.250358716174
300096;250.250358716174
300097;250.250358716174
300098;488.326980780547
300099;422.784994287021
300100;294.691564891329
300101;294.691564891329
300102;294.691564891329
300103;488.326980780547
300104;294.691564891329
300105;294.691564891329
300106;294.691564891329
300107;354.61961142944
300108;294.691564891329
300109;294.691564891329
300110;488.326980780547
300111;488.326980780547
300112;294.691564891329
300113;354.61961142944
300114;354.61961142944
300115;452.215814890732
300116;294.691564891329
300117;294.691564891329
300118;597.015196581196
300119;250.250358716174
300120;250.250358716174
300121;250.250358716174
300122;452.215814890732
300123;294.691564891329
300124;488.326980780547
300125;208.267096338535
300126;354.61961142944
300127;452.215814890732
300128;294.691564891329
300129;208.267096338535
300130;294.691564891329
300131;250.250358716174
300132;250.250358716174
300133;208.267096338535
300134;330.930413393432
300135;294.691564891329
300136;294.691564891329
300137;208.267096338535
300138;294.691564891329
300139;294.691564891329
300140;294.691564891329
300141;452.215814890732
300142;294.691564891329
300143;294.691564891329
300144;330.930413393432
300145;330.930413393432
300146;330.930413393432
300147;250.250358716174
300148;354.450387939566
300149;422.784994287021
300150;208.267096338535
300151;495.84351258278
300152;354.450387939566
300153;354.450387939566
300154;294.691564891329
300155;294.691564891329
300156;330.930413393432
300157;250.250358716174
300158;208.267096338535
300159;422.784994287021
300160;208.267096338535
300161;294.691564891329
300162;250.250358716174
300163;354.450387939566
300164;294.691564891329
300165;422.784994287021
300166;250.250358716174
300167;208.267096338535
300168;294.691564891329
300169;354.61961142944
300170;208.267096338535
300171;294.691564891329
300172;354.450387939566
300173;294.691564891329
300174;250.250358716174
300175;294.691564891329
300176;354.450387939566
300177;452.215814890732
300178;294.691564891329
300179;250.250358716174
300180;250.250358716174
300181;250.250358716174
300182;294.691564891329
300183;250.250358716174
300184;208.267096338535
300185;294.691564891329
300186;250.250358716174
300187;208.267096338535
300188;330.930413393432
300189;330.930413393432
300190;250.250358716174
300191;250.250358716174
300192;354.450387939566
300193;330.930413393432
300194;250.250358716174
300195;294.691564891329
300196;330.930413393432
300197;354.450387939566
300198;330.930413393432
300199;330.930413393432
300200;330.930413393432
300201;488.326980780547
300202;330.930413393432
300203;330.930413393432
300204;330.930413393432
300205;294.691564891329
300206;294.691564891329
300207;294.691564891329
300208;208.267096338535
300209;294.691564891329
300210;208.267096338535
300211;208.267096338535
300212;208.267096338535
300213;452.215814890732
300214;488.326980780547
300215;208.267096338535
300216;250.250358716174
300217;250.250358716174
300218;294.691564891329
300219;294.691564891329
300220;294.691564891329
300221;488.326980780547
300222;452.215814890732
300223;294.691564891329
300224;294.691564891329
300225;294.691564891329
300226;208.267096338535
300227;294.691564891329
300228;294.691564891329
300229;294.691564891329
300230;294.691564891329
300231;422.784994287021
300232;354.450387939566
300233;422.784994287021
300234;294.691564891329
300235;294.691564891329
300236;294.691564891329
300237;354.61961142944
300238;648.686497807349
300239;294.691564891329
300240;294.691564891329
300241;294.691564891329
300242;294.691564891329
300243;294.691564891329
300244;354.450387939566
300245;294.691564891329
300246;648.686497807349
300247;294.691564891329
300248;294.691564891329
300249;294.691564891329
300250;354.61961142944
300251;294.691564891329
300252;250.250358716174
300253;250.250358716174
300254;294.691564891329
300255;294.691564891329
300256;294.691564891329
300257;294.691564891329
300258;294.691564891329
300259;354.450387939566
300260;250.250358716174
300261;250.250358716174
300262;250.250358716174
300263;294.691564891329
300264;294.691564891329
300265;250.250358716174
300266;250.250358716174
300267;452.215814890732
300268;294.691564891329
300269;452.215814890732
300270;294.691564891329
300271;452.215814890732
300272;250.250358716174
300273;294.691564891329
300274;250.250358716174
300275;294.691564891329
300276;294.691564891329
300277;452.215814890732
300278;294.691564891329
300279;354.61961142944
300280;250.250358716174
300281;294.691564891329
300282;294.691564891329
300283;354.450387939566
300284;354.450387939566
300285;354.61961142944
300286;452.215814890732
300287;354.450387939566
300288;250.250358716174
300289;294.691564891329
300290;330.930413393432
300291;330.930413393432
300292;250.250358716174
300293;354.450387939566
300294;330.930413393432
300295;330.930413393432
300296;354.450387939566
300297;354.61961142944
300298;250.250358716174
300299;354.450387939566
300300;354.450387939566
300301;495.84351258278
300302;495.84351258278
300303;354.61961142944
300304;354.61961142944
300305;597.015196581196
300306;597.015196581196
300307;354.450387939566
300308;250.250358716174
300309;354.61961142944
300310;422.784994287021
300311;354.450387939566
300312;422.784994287021
300313;422.784994287021
300314;250.250358716174
300315;354.450387939566
300316;330.930413393432
300317;354.61961142944
300318;250.250358716174
300319;648.686497807349
300320;452.215814890732
300321;354.61961142944
300322;354.450387939566
300323;597.015196581196
300324;354.450387939566
300325;354.450387939566
300326;208.267096338535
300327;330.930413393432
300328;294.691564891329
300329;250.250358716174
300330;250.250358716174
300331;354.61961142944
300332;488.326980780547
300333;452.215814890732
300334;597.015196581196
300335;294.691564891329
300336;648.686497807349
300337;452.215814890732
300338;354.450387939566
300339;294.691564891329
300340;354.450387939566
300341;354.450387939566
300342;250.250358716174
300343;250.250358716174
300344;452.215814890732
300345;354.450387939566
300346;250.250358716174
300347;354.61961142944
300348;250.250358716174
300349;294.691564891329
300350;354.450387939566
300351;250.250358716174
300352;354.450387939566
300353;354.450387939566
300354;294.691564891329
300355;250.250358716174
300356;294.691564891329
300357;250.250358716174
300358;354.61961142944
300359;250.250358716174
300360;354.450387939566
300361;294.691564891329
300362;294.691564891329
300363;250.250358716174
300364;250.250358716174
300365;354.61961142944
300366;452.215814890732
300367;250.250358716174
300368;250.250358716174
300369;354.61961142944
300370;452.215814890732
300371;354.450387939566
300372;354.450387939566
300373;354.450387939566
300374;354.450387939566
300375;354.450387939566
300376;452.215814890732
300377;495.84351258278
300378;294.691564891329
300379;250.250358716174
300380;250.250358716174
300381;452.215814890732
300382;452.215814890732
300383;250.250358716174
300384;250.250358716174
300385;354.450387939566
300386;250.250358716174
300387;250.250358716174
300388;294.691564891329
300389;250.250358716174
300390;250.250358716174
300391;294.691564891329
300392;354.61961142944
300393;452.215814890732
300394;488.326980780547
300395;294.691564891329
300396;294.691564891329
300397;452.215814890732
300398;488.326980780547
300399;354.61961142944
300400;354.61961142944
300401;354.450387939566
300402;294.691564891329
300403;294.691564891329
300404;354.450387939566
300405;294.691564891329
300406;648.686497807349
300407;422.784994287021
300408;422.784994287021
300409;294.691564891329
300410;354.61961142944
300411;354.61961142944
300412;354.450387939566
300413;250.250358716174
300414;250.250358716174
300415;294.691564891329
300416;422.784994287021
300417;354.450387939566
300418;294.691564891329
300419;354.61961142944
300420;354.450387939566
300421;354.450387939566
300422;354.450387939566
300423;495.84351258278
300424;250.250358716174
300425;250.250358716174
300426;294.691564891329
300427;354.61961142944
300428;422.784994287021
300429;495.84351258278
300430;354.450387939566
300431;452.215814890732
300432;250.250358716174
300433;294.691564891329
300434;250.250358716174
300435;250.250358716174
300436;422.784994287021
300437;452.215814890732
300438;488.326980780547
300439;354.450387939566
300440;250.250358716174
300441;250.250358716174
300442;250.250358716174
300443;250.250358716174
300444;294.691564891329
300445;294.691564891329
300446;452.215814890732
300447;422.784994287021
300448;250.250358716174
300449;330.930413393432
300450;294.691564891329
300451;294.691564891329
300452;452.215814890732
300453;354.450387939566
300454;422.784994287021
300455;354.61961142944
300456;250.250358716174
300457;294.691564891329
300458;354.61961142944
300459;354.450387939566
300460;250.250358716174
300461;250.250358716174
300462;250.250358716174
300463;354.61961142944
300464;294.691564891329
300465;250.250358716174
300466;250.250358716174
300467;250.250358716174
300468;354.450387939566
300469;495.84351258278
300470;250.250358716174
